ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10135,45,78,10,3510,"7/2/2003 0:00",Shipped,3,7,2003,"Classic Cars",80,S18_3278,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10147,36,86.04,10,3097.44,"9/5/2003 0:00",Shipped,3,9,2003,"Classic Cars",80,S18_3278,"Collectables For Less Inc.",6175558555,"7825 Douglas Av.",,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10191,36,94.88,6,3415.68,"11/20/2003 0:00",Shipped,4,11,2003,"Classic Cars",80,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,"Mehrheimerstr. 369",,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10225,37,95.69,12,3540.53,"2/22/2004 0:00",Shipped,1,2,2004,"Classic Cars",80,S18_3278,"Vida Sport, Ltd",0897-034555,"Grenzacherweg 237",,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10265,45,86.84,2,3907.8,"7/2/2004 0:00",Shipped,3,7,2004,"Classic Cars",80,S18_3278,"Australian Collectables, Ltd",61-9-3844-6555,"7 Allen Street",,"Glen Waverly",Victoria,3150,Australia,APAC,Connery,Sean,Medium
10287,43,70.76,15,3042.68,"8/30/2004 0:00",Shipped,3,8,2004,"Classic Cars",80,S18_3278,"Vida Sport, Ltd",0897-034555,"Grenzacherweg 237",,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10300,49,78.8,8,3861.2,"10/4/2003 0:00",Shipped,4,10,2003,"Classic Cars",80,S18_3278,"Blauer See Auto, Co.","+49 69 66 90 2555","Lyonerstr. 34",,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10319,46,73.98,1,3403.08,"11/3/2004 0:00",Shipped,4,11,2004,"Classic Cars",80,S18_3278,"Microscale Inc.",2125551957,"5290 North Pendale Street","Suite 200",NYC,NY,10022,USA,NA,Kuo,Kee,Medium
10390,40,100,9,5491.6,"3/4/2005 0:00",Shipped,1,3,2005,"Classic Cars",80,S18_3278,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10103,46,100,16,4791.82,"1/29/2003 0:00",Shipped,1,1,2003,"Vintage Cars",99,S18_3320,"Baane Mini Imports","07-98 9555","Erling Skakkes gate 78",,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10111,39,100,4,4178.85,"3/25/2003 0:00",Shipped,1,3,2003,"Vintage Cars",99,S18_3320,"Mini Wheels Co.",6505555787,"5557 North Pendale Street",,"San Francisco",CA,,USA,NA,Murphy,Julie,Medium
10126,38,82.34,16,3128.92,"5/28/2003 0:00",Shipped,2,5,2003,"Vintage Cars",99,S18_3320,"Corrida Auto Replicas, Ltd","(91) 555 22 82","C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10139,30,100,5,3095.4,"7/16/2003 0:00",Shipped,3,7,2003,"Vintage Cars",99,S18_3320,"Souveniers And Things Co.","+61 2 9495 8555","Monitor Money Building, 815 Pacific Hwy","Level 6",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10149,42,94.25,2,3958.5,"9/12/2003 0:00",Shipped,3,9,2003,"Vintage Cars",99,S18_3320,"Signal Collectibles Ltd.",4155554312,"2793 Furth Circle",,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10163,43,100,6,4991.44,"10/20/2003 0:00",Shipped,4,10,2003,"Vintage Cars",99,S18_3320,"Classic Legends Inc.",2125558493,"5905 Pompton St.","Suite 750",NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10215,41,100,8,4555.92,"1/29/2004 0:00",Shipped,1,1,2004,"Vintage Cars",99,S18_3320,"West Coast Collectables Co.",3105553722,"3675 Furth Circle",,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium
10227,33,100,1,3666.96,"3/2/2004 0:00",Shipped,1,3,2004,"Vintage Cars",99,S18_3320,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10244,36,84.33,5,3035.88,"4/29/2004 0:00",Shipped,2,4,2004,"Vintage Cars",99,S18_3320,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10280,34,100,7,3474.46,"8/17/2004 0:00",Shipped,3,8,2004,"Vintage Cars",99,S18_3320,"Amica Models & Co.",011-4988555,"Via Monte Bianco 34",,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10304,38,100,11,3958.46,"10/11/2004 0:00",Shipped,4,10,2004,"Vintage Cars",99,S18_3320,"Auto Assoc. & Cie.",30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312,33,100,8,3535.95,"10/21/2004 0:00",Shipped,4,10,2004,"Vintage Cars",99,S18_3320,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10323,33,91.27,2,3011.91,"11/5/2004 0:00",Shipped,4,11,2004,"Vintage Cars",99,S18_3320,"Blauer See Auto, Co.","+49 69 66 90 2555","Lyonerstr. 34",,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10333,46,100,2,11336.7,"11/18/2004 0:00",Shipped,4,11,2004,"Vintage Cars",99,S18_3320,"Mini Wheels Co.",6505555787,"5557 North Pendale Street",,"San Francisco",CA,,USA,NA,Murphy,Julie,Large
10369,45,73.08,4,3288.6,"1/20/2005 0:00",Shipped,1,1,2005,"Vintage Cars",99,S18_3320,"Collectables For Less Inc.",6175558555,"7825 Douglas Av.",,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10382,50,100,7,8935.5,"2/17/2005 0:00",Shipped,1,2,2005,"Vintage Cars",99,S18_3320,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Large
10392,36,100,1,4035.96,"3/10/2005 0:00",Shipped,1,3,2005,"Vintage Cars",99,S18_3320,"Mini Auto Werke",7675-3555,"Kirchgasse 6",,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10108,29,100,8,4049.56,"3/3/2003 0:00",Shipped,1,3,2003,"Classic Cars",146,S18_3482,"Cruz & Sons Co.","+63 2 555 3587","15 McCallum Street - NatWest Center #13-03",,"Makati City",,"1227 MM",Philippines,Japan,Cruz,Arnold,Medium
10135,42,100,9,5432.7,"7/2/2003 0:00",Shipped,3,7,2003,"Classic Cars",146,S18_3482,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10147,37,100,9,4405.22,"9/5/2003 0:00",Shipped,3,9,2003,"Classic Cars",146,S18_3482,"Collectables For Less Inc.",6175558555,"7825 Douglas Av.",,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10159,25,100,4,3638,"10/10/2003 0:00",Shipped,4,10,2003,"Classic Cars",146,S18_3482,"Corporate Gift Ideas Co.",6505551386,"7734 Strong St.",,"San Francisco",CA,,USA,NA,Brown,Julie,Medium
10169,36,100,4,4444.92,"11/4/2003 0:00",Shipped,4,11,2003,"Classic Cars",146,S18_3482,"Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10181,22,100,16,3395.48,"11/12/2003 0:00",Shipped,4,11,2003,"Classic Cars",146,S18_3482,"Herkku Gifts","+47 2267 3215","Drammen 121, PR 744 Sentrum",,Bergen,,"N 5804",Norway,EMEA,Oeztan,Veysel,Medium
10191,23,100,5,3414.58,"11/20/2003 0:00",Shipped,4,11,2003,"Classic Cars",146,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,"Mehrheimerstr. 369",,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10203,32,100,10,5127.04,"12/2/2003 0:00",Shipped,4,12,2003,"Classic Cars",146,S18_3482,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10211,28,100,4,3745.28,"1/15/2004 0:00",Shipped,1,1,2004,"Classic Cars",146,S18_3482,"Auto Canal Petit","(1) 47.55.6555","25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
10225,27,100,11,4564.08,"2/22/2004 0:00",Shipped,1,2,2004,"Classic Cars",146,S18_3482,"Vida Sport, Ltd",0897-034555,"Grenzacherweg 237",,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10238,49,100,5,6554.24,"4/9/2004 0:00",Shipped,2,4,2004,"Classic Cars",146,S18_3482,"Danish Wholesale Imports","31 12 3555","Vinb'ltet 34",,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10252,41,100,1,6749.83,"5/26/2004 0:00",Shipped,2,5,2004,"Classic Cars",146,S18_3482,"Auto Canal Petit","(1) 47.55.6555","25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
10265,49,100,1,8427.02,"7/2/2004 0:00",Shipped,3,7,2004,"Classic Cars",146,S18_3482,"Australian Collectables, Ltd",61-9-3844-6555,"7 Allen Street",,"Glen Waverly",Victoria,3150,Australia,APAC,Connery,Sean,Large
10276,30,100,5,3924.6,"8/2/2004 0:00",Shipped,3,8,2004,"Classic Cars",146,S18_3482,"Online Mini Collectables",6175557555,"7635 Spinnaker Dr.",,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium
10287,40,100,14,6761.6,"8/30/2004 0:00",Shipped,3,8,2004,"Classic Cars",146,S18_3482,"Vida Sport, Ltd",0897-034555,"Grenzacherweg 237",,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10300,23,100,7,3786.49,"10/4/2003 0:00",Shipped,4,10,2003,"Classic Cars",146,S18_3482,"Blauer See Auto, Co.","+49 69 66 90 2555","Lyonerstr. 34",,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10310,49,100,12,6266.12,"10/16/2004 0:00",Shipped,4,10,2004,"Classic Cars",146,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,"Mehrheimerstr. 369",,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10320,25,100,5,3491,"11/3/2004 0:00",Shipped,4,11,2004,"Classic Cars",146,S18_3482,"Volvo Model Replicas, Co","0921-12 3555","Berguvsv„gen  8",,Lule,,"S-958 22",Sweden,EMEA,Berglund,Christina,Medium
10330,37,100,3,4405.22,"11/16/2004 0:00",Shipped,4,11,2004,"Classic Cars",146,S18_3482,"Cruz & Sons Co.","+63 2 555 3587","15 McCallum Street - NatWest Center #13-03",,"Makati City",,"1227 MM",Philippines,Japan,Cruz,Arnold,Medium
10342,55,100,7,6548.3,"11/24/2004 0:00",Shipped,4,11,2004,"Classic Cars",146,S18_3482,"Australian Collectors, Co.","03 9520 4555","636 St Kilda Road","Level 3",Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10355,23,100,7,3177.91,"12/7/2004 0:00",Shipped,4,12,2004,"Classic Cars",146,S18_3482,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10363,24,100,11,4142.64,"1/6/2005 0:00",Shipped,1,1,2005,"Classic Cars",146,S18_3482,"Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10378,43,96.49,10,4149.07,"2/10/2005 0:00",Shipped,1,2,2005,"Classic Cars",146,S18_3482,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10390,50,100,1,7397,"3/4/2005 0:00",Shipped,1,3,2005,"Classic Cars",146,S18_3482,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Large
10109,47,100,2,6241.6,"3/10/2003 0:00",Shipped,1,3,2003,"Classic Cars",141,S18_3685,"Motor Mint Distributors Inc.",2155559857,"11328 Douglas Av.",,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10123,34,100,4,5331.88,"5/20/2003 0:00",Shipped,2,5,2003,"Classic Cars",141,S18_3685,"Atelier graphique",40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium
10137,31,100,4,5124.3,"7/10/2003 0:00",Shipped,3,7,2003,"Classic Cars",141,S18_3685,"Reims Collectables",26.47.1555,"59 rue de l'Abbaye",,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10148,28,100,11,3639.44,"9/11/2003 0:00",Shipped,3,9,2003,"Classic Cars",141,S18_3685,"Anna's Decorations, Ltd","02 9936 8555","201 Miller Street","Level 15","North Sydney",NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10161,36,100,10,5544,"10/17/2003 0:00",Shipped,4,10,2003,"Classic Cars",141,S18_3685,"Heintze Collectables","86 21 3555","Smagsloget 45",,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10172,48,100,8,5493.12,"11/5/2003 0:00",Shipped,4,11,2003,"Classic Cars",141,S18_3685,"Gift Depot Inc.",2035552570,"25593 South Bay Ln.",,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10181,39,100,4,5785.26,"11/12/2003 0:00",Shipped,4,11,2003,"Classic Cars",141,S18_3685,"Herkku Gifts","+47 2267 3215","Drammen 121, PR 744 Sentrum",,Bergen,,"N 5804",Norway,EMEA,Oeztan,Veysel,Medium
10192,45,100,9,5340.6,"11/20/2003 0:00",Shipped,4,11,2003,"Classic Cars",141,S18_3685,"Online Diecast Creations Co.",6035558647,"2304 Long Airport Avenue",,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10204,35,100,15,5735.8,"12/2/2003 0:00",Shipped,4,12,2003,"Classic Cars",141,S18_3685,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Medium
10212,45,100,8,6357.6,"1/16/2004 0:00",Shipped,1,1,2004,"Classic Cars",141,S18_3685,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10226,46,100,6,7343.9,"2/26/2004 0:00",Shipped,1,2,2004,"Classic Cars",141,S18_3685,"Collectable Mini Designs Co.",7605558146,"361 Furth Circle",,"San Diego",CA,91217,USA,NA,Thompson,Valarie,Large
10240,37,100,1,5959.22,"4/13/2004 0:00",Shipped,2,4,2004,"Classic Cars",141,S18_3685,"Osaka Souveniers Co.","+81 06 6342 5555","Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10253,31,100,3,4029.38,"6/1/2004 0:00",Cancelled,2,6,2004,"Classic Cars",141,S18_3685,"UK Collectables, Ltd.","(171) 555-2282","Berkeley Gardens 12  Brewery",,Liverpool,,"WX1 6LT",UK,EMEA,Devon,Elizabeth,Medium
10266,33,100,4,5035.14,"7/6/2004 0:00",Shipped,3,7,2004,"Classic Cars",141,S18_3685,"L'ordine Souveniers",0522-556555,"Strada Provinciale 124",,"Reggio Emilia",,42100,Italy,EMEA,Moroni,Maurizio,Medium
10278,31,100,4,4116.8,"8/6/2004 0:00",Shipped,3,8,2004,"Classic Cars",141,S18_3685,"Signal Gift Stores",7025551838,"8489 Strong St.",,"Las Vegas",NV,83030,USA,NA,King,Sue,Medium
10287,27,100,2,4310.55,"8/30/2004 0:00",Shipped,3,8,2004,"Classic Cars",141,S18_3685,"Vida Sport, Ltd",0897-034555,"Grenzacherweg 237",,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10301,39,100,6,6446.7,"10/5/2003 0:00",Shipped,4,10,2003,"Classic Cars",141,S18_3685,"Norway Gifts By Mail, Co.","+47 2212 1555","Drammensveien 126 A, PB 744 Sentrum",,Oslo,,"N 0106",Norway,EMEA,Klaeboe,Jan,Medium
10311,32,100,11,3616.64,"10/16/2004 0:00",Shipped,4,10,2004,"Classic Cars",141,S18_3685,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10321,28,100,8,4232.76,"11/4/2004 0:00",Shipped,4,11,2004,"Classic Cars",141,S18_3685,FunGiftIdeas.com,5085552555,"1785 First Street",,"New Bedford",MA,50553,USA,NA,Benitez,Violeta,Medium
10343,44,84.88,2,3734.72,"11/24/2004 0:00",Shipped,4,11,2004,"Classic Cars",141,S18_3685,"Reims Collectables",26.47.1555,"59 rue de l'Abbaye",,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10367,46,100,6,4808.38,"1/12/2005 0:00",Resolved,1,1,2005,"Classic Cars",141,S18_3685,Toys4GrownUps.com,6265557265,"78934 Hillside Dr.",,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10406,65,100,1,10468.9,"4/15/2005 0:00",Disputed,2,4,2005,"Classic Cars",141,S18_3685,"Danish Wholesale Imports","31 12 3555","Vinb'ltet 34",,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large
10419,43,100,3,5589.14,"5/17/2005 0:00",Shipped,2,5,2005,"Classic Cars",141,S18_3685,"Salzburg Collectables",6562-9555,"Geislweg 14",,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10146,47,67.14,2,3155.58,"9/3/2003 0:00",Shipped,3,9,2003,Motorcycles,62,S18_3782,"Gift Ideas Corp.",2035554407,"2440 Pompton St.",,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10191,43,72.74,9,3127.82,"11/20/2003 0:00",Shipped,4,11,2003,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,"Mehrheimerstr. 369",,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10378,28,100,9,4609.64,"2/10/2005 0:00",Shipped,1,2,2005,Motorcycles,62,S18_3782,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10390,36,100,2,5079.96,"3/4/2005 0:00",Shipped,1,3,2005,Motorcycles,62,S18_3782,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10106,41,100,17,4774.86,"2/17/2003 0:00",Shipped,1,2,2003,"Vintage Cars",105,S18_3856,"Rovelli Gifts",035-640555,"Via Ludovico il Moro 22",,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10130,33,100,1,3423.75,"6/16/2003 0:00",Shipped,2,6,2003,"Vintage Cars",105,S18_3856,"Auto-Moto Classics Inc.",6175558428,"16780 Pompton St.",,Brickhaven,MA,58339,USA,NA,Taylor,Leslie,Medium
10143,34,100,12,3455.76,"8/10/2003 0:00",Shipped,3,8,2003,"Vintage Cars",105,S18_3856,"Mini Creations Ltd.",5085559555,"4575 Hillside Dr.",,"New Bedford",MA,50553,USA,NA,Tam,"Wing C",Medium
10155,29,100,10,3622.97,"10/6/2003 0:00",Shipped,4,10,2003,"Vintage Cars",105,S18_3856,"Toys of Finland, Co.","90-224 8555","Keskuskatu 45",,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10167,34,100,6,3599.58,"10/23/2003 0:00",Cancelled,4,10,2003,"Vintage Cars",105,S18_3856,"Scandinavian Gift Ideas","0695-34 6555","?kergatan 24",,Boras,,"S-844 67",Sweden,EMEA,Larsson,Maria,Medium
10178,48,100,9,5386.56,"11/8/2003 0:00",Shipped,4,11,2003,"Vintage Cars",105,S18_3856,"Alpha Cognac",61.77.6555,"1 rue Alsace-Lorraine",,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10186,46,100,6,4918.78,"11/14/2003 0:00",Shipped,4,11,2003,"Vintage Cars",105,S18_3856,"Double Decker Gift Stores, Ltd","(171) 555-7555","120 Hanover Sq.",,London,,"WA1 1DP",UK,EMEA,Hardy,Thomas,Medium
10222,45,85.75,9,3858.75,"2/19/2004 0:00",Shipped,1,2,2004,"Vintage Cars",105,S18_3856,"Collectable Mini Designs Co.",7605558146,"361 Furth Circle",,"San Diego",CA,91217,USA,NA,Thompson,Valarie,Medium
10249,46,100,5,5600.5,"5/8/2004 0:00",Shipped,2,5,2004,"Vintage Cars",105,S18_3856,"Cambridge Collectables Co.",6175555555,"4658 Baden Av.",,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium
10262,34,100,14,4103.46,"6/24/2004 0:00",Cancelled,2,6,2004,"Vintage Cars",105,S18_3856,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10273,50,85.75,1,4287.5,"7/21/2004 0:00",Shipped,3,7,2004,"Vintage Cars",105,S18_3856,"Petit Auto","(02) 5554 67","Rue Joseph-Bens 532",,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10283,46,100,3,5795.54,"8/20/2004 0:00",Shipped,3,8,2004,"Vintage Cars",105,S18_3856,"Royal Canadian Collectables, Ltd.","(604) 555-4555","23 Tsawassen Blvd.",,Tsawassen,BC,"T2F 8M4",Canada,NA,Lincoln,Elizabeth,Medium
10307,48,86.81,6,4166.88,"10/14/2004 0:00",Shipped,4,10,2004,"Vintage Cars",105,S18_3856,"Classic Gift Ideas, Inc",2155554695,"782 First Street",,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
10316,47,86.81,14,4080.07,"11/1/2004 0:00",Shipped,4,11,2004,"Vintage Cars",105,S18_3856,giftsbymail.co.uk,"(198) 555-8888","Garden House Crowther Way",,Cowes,"Isle of Wight","PO31 7PJ",UK,EMEA,Bennett,Helen,Medium
10328,34,100,6,3815.48,"11/12/2004 0:00",Shipped,4,11,2004,"Vintage Cars",105,S18_3856,"Rovelli Gifts",035-640555,"Via Ludovico il Moro 22",,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10338,45,100,2,5526.45,"11/22/2004 0:00",Shipped,4,11,2004,"Vintage Cars",105,S18_3856,"Royale Belge","(071) 23 67 2555","Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium
10351,20,100,2,3374.6,"12/3/2004 0:00",Shipped,4,12,2004,"Vintage Cars",105,S18_3856,"Stylish Desk Decors, Co.","(171) 555-0297","35 King George",,London,,"WX3 6FW",UK,EMEA,Brown,Ann,Medium
10373,50,60.49,6,3024.5,"1/31/2005 0:00",Shipped,1,1,2005,"Vintage Cars",105,S18_3856,"Oulu Toy Supplies, Inc.",981-443655,"Torikatu 38",,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10398,45,100,17,4811.85,"3/30/2005 0:00",Shipped,1,3,2005,"Vintage Cars",105,S18_3856,"Reims Collectables",26.47.1555,"59 rue de l'Abbaye",,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10400,58,100,6,7307.42,"4/1/2005 0:00",Shipped,2,4,2005,"Vintage Cars",105,S18_3856,"The Sharp Gifts Warehouse",4085553659,"3086 Ingle Ln.",,"San Jose",CA,94217,USA,NA,Frick,Sue,Large
10415,51,100,5,6209.25,"5/9/2005 0:00",Disputed,2,5,2005,"Vintage Cars",105,S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,"7 Allen Street",,"Glen Waverly",Victoria,3150,Australia,APAC,Connery,Sean,Medium
10104,38,100,3,5348.5,"1/31/2003 0:00",Shipped,1,1,2003,"Classic Cars",143,S18_4027,"Euro Shopping Channel","(91) 555 94 44","C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10127,25,100,5,3447,"6/3/2003 0:00",Shipped,2,6,2003,"Classic Cars",143,S18_4027,"Muscle Machine Inc",2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,NA,Young,Jeff,Medium
10142,24,100,15,3791.52,"8/8/2003 0:00",Shipped,3,8,2003,"Classic Cars",143,S18_4027,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10152,35,100,1,4524.1,"9/25/2003 0:00",Shipped,3,9,2003,"Classic Cars",143,S18_4027,"Australian Gift Network, Co",61-7-3844-6555,"31 Duncan St. West End",,"South Brisbane",Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10165,28,100,6,3337.6,"10/22/2003 0:00",Shipped,4,10,2003,"Classic Cars",143,S18_4027,"Dragon Souveniers, Ltd.","+65 221 7555","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10176,36,100,5,5532.12,"11/6/2003 0:00",Shipped,4,11,2003,"Classic Cars",143,S18_4027,"L'ordine Souveniers",0522-556555,"Strada Provinciale 124",,"Reggio Emilia",,42100,Italy,EMEA,Moroni,Maurizio,Medium
10185,39,100,16,5096.91,"11/14/2003 0:00",Shipped,4,11,2003,"Classic Cars",143,S18_4027,"Mini Creations Ltd.",5085559555,"4575 Hillside Dr.",,"New Bedford",MA,50553,USA,NA,Tam,"Wing C",Medium
10196,27,100,8,4537.08,"11/26/2003 0:00",Shipped,4,11,2003,"Classic Cars",143,S18_4027,"Super Scale Inc.",2035559545,"567 North Pendale Street",,"New Haven",CT,97823,USA,NA,Murphy,Leslie,Medium
10207,40,100,1,6146.8,"12/9/2003 0:00",Shipped,4,12,2003,"Classic Cars",143,S18_4027,"Diecast Collectables",6175552555,"6251 Ingle Ln.",,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10220,50,100,5,8258,"2/12/2004 0:00",Shipped,1,2,2004,"Classic Cars",143,S18_4027,"Clover Collections, Co.","+353 1862 1555","25 Maiden Lane","Floor No. 4",Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large
10230,42,100,3,7238.28,"3/15/2004 0:00",Shipped,1,3,2004,"Classic Cars",143,S18_4027,"Blauer See Auto, Co.","+49 69 66 90 2555","Lyonerstr. 34",,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large
10247,48,100,5,6756,"5/5/2004 0:00",Shipped,2,5,2004,"Classic Cars",143,S18_4027,"Suominen Souveniers","+358 9 8045 555","Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10272,25,100,5,3734,"7/20/2004 0:00",Shipped,3,7,2004,"Classic Cars",143,S18_4027,"Diecast Classics Inc.",2155551555,"7586 Pompton St.",,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10282,31,100,8,4674.8,"8/20/2004 0:00",Shipped,3,8,2004,"Classic Cars",143,S18_4027,"Mini Gifts Distributors Ltd.",4155551450,"5677 Strong St.",,"San Rafael",CA,97562,USA,NA,Nelson,Valarie,Medium
10292,44,100,2,7140.76,"9/8/2004 0:00",Shipped,3,9,2004,"Classic Cars",143,S18_4027,"Land of Toys Inc.",2125557818,"897 Long Airport Avenue",,NYC,NY,10022,USA,NA,Yu,Kwai,Large
